CustomerID,Recency,Frequency,Monetary,TotalQuantity,ProductDiversity,TransactionCount,AverageOrderValue,BasketSize
13791,128,2,1516.0,1200,7,11,758.0,600.0
13792,66,2,195.55,92,13,13,97.78,46.0
13798,1,57,37153.85,23948,113,349,651.82,420.14
13799,117,2,688.86,402,32,39,344.43,201.0
13800,310,1,558.32,331,33,33,558.32,331.0
13801,67,1,324.8,168,23,23,324.8,168.0
13802,139,3,4599.42,2572,55,60,1533.14,857.33
13803,255,1,277.07,121,17,17,277.07,121.0
13804,31,7,2588.39,1462,124,135,369.77,208.86
13805,52,2,924.5999999999999,1900,10,13,462.3,950.0
13806,64,1,256.38,56,10,10,256.38,56.0
13807,367,1,112.6,36,7,7,112.6,36.0
13808,6,5,1747.66,782,70,76,349.53,156.4
13809,305,1,155.05,29,11,12,155.05,29.0
13810,29,3,1499.01,312,32,35,499.67,104.0
13811,184,3,814.5,68,7,13,271.5,22.67
13812,42,3,539.0,333,33,36,179.67,111.0
13813,40,4,1366.8600000000001,552,54,69,341.72,138.0
13814,92,2,1579.12,864,37,57,789.56,432.0
13815,22,4,4027.36,2560,132,176,1006.84,640.0
13816,24,2,571.6700000000001,269,25,28,285.84,134.5
13817,29,2,382.98,211,20,24,191.49,105.5
13819,302,3,1140.35,1109,26,36,380.12,369.67
13821,145,2,385.64,153,51,59,192.82,76.5
13822,6,2,632.0,611,90,96,316.0,305.5
13823,19,2,957.66,439,39,40,478.83,219.5
13824,33,5,1698.94,768,34,46,339.79,153.6
13826,176,1,189.5,82,10,10,189.5,82.0
13827,58,3,409.8,138,83,92,136.6,46.0
13828,22,1,209.49,311,15,15,209.49,311.0
13831,16,6,2198.45,743,58,72,366.41,123.83
13832,19,1,52.2,28,3,3,52.2,28.0
13833,159,1,383.85,117,28,28,383.85,117.0
13835,25,4,834.57,442,48,55,208.64,110.5
13837,212,2,266.59000000000003,182,17,18,133.3,91.0
13838,6,4,674.82,254,144,165,168.7,63.5
13841,253,1,85.0,100,1,1,85.0,100.0
13842,59,9,3385.62,1768,155,206,376.18,196.44
13844,11,1,361.62,196,20,20,361.62,196.0
13845,65,1,312.98,182,9,9,312.98,182.0
13846,25,3,865.0600000000001,388,55,55,288.35,129.33
13848,92,3,1255.0,3700,3,5,418.33,1233.33
13849,52,2,1537.95,1016,97,101,768.98,508.0
13850,129,1,1595.48,944,93,93,1595.48,944.0
13851,96,3,2651.46,1705,77,81,883.82,568.33
13853,57,1,1090.1399999999999,312,23,23,1090.14,312.0
13854,9,25,8109.5199999999995,2296,39,110,324.38,91.84
13856,169,3,388.5,494,10,14,129.5,164.67
13858,57,1,216.17000000000002,75,11,11,216.17,75.0
13859,326,1,201.16,129,27,28,201.16,129.0
13860,1,5,1245.9,591,58,76,249.18,118.2
13862,18,8,2209.36,1688,97,139,276.17,211.0
13863,248,1,305.78,224,20,20,305.78,224.0
13865,58,4,501.56,204,26,30,125.39,51.0
13866,74,1,145.67,57,7,7,145.67,57.0
13867,31,3,1005.09,501,51,60,335.03,167.0
13868,7,2,3192.54,1964,32,33,1596.27,982.0
13869,123,4,3083.65,1709,234,304,770.91,427.25
13870,2,8,2770.94,1325,91,115,346.37,165.62
13871,23,13,6403.25,2806,155,336,492.56,215.85
13873,120,3,389.6,140,21,23,129.87,46.67
13874,358,1,540.45,180,18,18,540.45,180.0
13875,54,5,1786.79,1316,79,104,357.36,263.2
13876,64,1,122.7,36,7,7,122.7,36.0
13877,86,1,117.24,108,3,3,117.24,108.0
13878,55,1,1271.57,463,35,35,1271.57,463.0
13880,21,13,3219.77,1842,125,165,247.67,141.69
13881,4,20,17159.52,10118,72,178,857.98,505.9
13882,3,5,1191.13,953,54,65,238.23,190.6
13883,11,5,2674.48,1436,108,142,534.9,287.2
13884,7,5,787.6,300,45,59,157.52,60.0
13885,189,2,506.8,182,28,28,253.4,91.0
13886,71,1,243.56,126,16,16,243.56,126.0
13887,204,1,349.55,147,19,19,349.55,147.0
13888,120,2,595.67,254,38,39,297.83,127.0
13889,93,1,416.90000000000003,146,15,15,416.9,146.0
13890,1,10,1883.81,831,74,110,188.38,83.1
13892,27,4,632.97,983,26,27,158.24,245.75
13893,298,1,821.1,190,21,21,821.1,190.0
13894,24,3,564.62,354,25,27,188.21,118.0
13895,28,4,2593.07,1365,97,118,648.27,341.25
13897,50,1,311.16,200,17,17,311.16,200.0
13898,326,1,155.93,133,12,12,155.93,133.0
13899,16,2,388.52,156,19,19,194.26,78.0
13900,183,3,740.95,430,42,43,246.98,143.33
13901,72,5,2867.2000000000003,1739,144,149,573.44,347.8
13904,37,2,332.64,332,24,26,166.32,166.0
13908,80,4,2369.55,1478,104,122,592.39,369.5
13911,57,9,2580.91,2731,120,148,286.77,303.44
13914,12,2,626.45,380,28,33,313.23,190.0
13917,50,2,272.04,228,16,18,136.02,114.0
13918,50,2,1212.8400000000001,1140,30,30,606.42,570.0
13919,59,2,384.81,474,24,28,192.4,237.0
13922,352,1,172.25,93,7,7,172.25,93.0
13923,54,1,351.13,185,20,20,351.13,185.0
13924,2,6,1838.8500000000001,1575,90,117,306.48,262.5
13925,93,4,678.25,331,28,41,169.56,82.75
13926,23,1,223.85000000000002,104,11,11,223.85,104.0
13927,75,1,348.99,214,21,21,348.99,214.0
13928,11,4,464.57,129,23,27,116.14,32.25
13929,169,2,842.65,143,8,9,421.32,71.5
13930,58,2,337.34,274,15,17,168.67,137.0
13931,96,2,1237.53,725,56,58,618.76,362.5
13932,295,1,307.4,72,16,16,307.4,72.0
13933,109,2,608.79,205,23,23,304.4,102.5
13934,264,1,922.1,390,31,31,922.1,390.0
13936,180,1,376.58,330,26,26,376.58,330.0
13937,169,1,158.85,123,9,9,158.85,123.0
13938,35,1,71.66,70,7,7,71.66,70.0
13939,23,3,568.55,847,43,45,189.52,282.33
13940,17,4,839.14,516,39,49,209.78,129.0
13941,22,5,5112.96,2364,24,45,1022.59,472.8
13946,79,3,561.57,443,11,11,187.19,147.67
13947,65,1,90.60000000000001,44,5,5,90.6,44.0
13948,361,1,102.0,40,3,3,102.0,40.0
13949,3,6,2427.32,2474,124,160,404.55,412.33
13950,11,4,745.0600000000001,323,33,35,186.26,80.75
13951,176,3,674.45,459,38,39,224.82,153.0
13952,218,2,3251.071,1431,120,137,1625.54,715.5
13953,7,7,3515.68,2724,8,20,502.24,389.14
13954,2,2,439.92,150,24,25,219.96,75.0
13955,154,2,322.96,154,33,33,161.48,77.0
13956,5,5,1019.27,486,123,147,203.85,97.2
13959,79,3,594.04,355,79,90,198.01,118.33
13960,21,2,230.22,142,11,12,115.11,71.0
13962,22,2,169.54999999999998,87,11,11,84.78,43.5
13963,308,4,664.54,460,35,35,166.14,115.0
13967,146,1,80.7,42,2,2,80.7,42.0
13969,7,18,9024.17,4528,334,619,501.34,251.56
13971,19,8,2758.26,1844,118,149,344.78,230.5
13972,71,2,190.25,187,15,15,95.12,93.5
13973,287,1,264.7,109,11,11,264.7,109.0
13974,49,1,413.59000000000003,249,28,28,413.59,249.0
13975,31,6,2461.2400000000002,1697,240,329,410.21,282.83
13976,207,1,357.98,154,10,10,357.98,154.0
13978,15,2,196.79,315,14,15,98.4,157.5
13979,73,1,869.87,639,54,54,869.87,639.0
13980,60,1,200.14,172,11,11,200.14,172.0
13982,39,4,1871.81,1136,72,111,467.95,284.0
13983,30,12,2603.43,1183,91,107,216.95,98.58
13984,27,5,920.51,679,14,16,184.1,135.8
13985,4,15,7060.13,3445,108,349,470.68,229.67
13986,17,1,320.46,430,12,13,320.46,430.0
13988,20,6,4147.96,3044,188,234,691.33,507.33
13989,66,2,1266.08,1313,33,41,633.04,656.5
13990,213,1,311.3,190,16,16,311.3,190.0
13991,12,6,852.88,995,58,82,142.15,165.83
13992,30,1,76.8,64,5,5,76.8,64.0
13993,43,9,3466.36,900,66,121,385.15,100.0
13994,4,6,2274.14,932,122,148,379.02,155.33
13995,15,5,1393.69,879,55,86,278.74,175.8
13999,10,12,3901.81,2243,102,208,325.15,186.92
14000,211,1,635.66,710,15,15,635.66,710.0
14001,46,3,2043.0800000000002,962,34,39,681.03,320.67
14002,134,2,529.73,877,47,47,264.86,438.5
14004,43,7,4582.64,2668,102,171,654.66,381.14
14005,10,5,2874.72,2478,53,84,574.94,495.6
14006,116,3,962.19,641,22,30,320.73,213.67
14009,198,2,695.61,365,42,42,347.8,182.5
14012,278,1,328.8,160,11,11,328.8,160.0
14013,110,3,473.02,462,30,34,157.67,154.0
14014,77,1,505.18,1076,39,39,505.18,1076.0
14015,53,1,917.34,378,20,20,917.34,378.0
14016,162,4,4341.21,2125,154,161,1085.3,531.25
14019,47,3,1421.6100000000001,1037,37,66,473.87,345.67
14020,17,2,642.8,441,37,39,321.4,220.5
14021,155,3,631.9,192,22,22,210.63,64.0
14022,225,1,440.0,487,28,28,440.0,487.0
14023,7,2,584.07,345,30,31,292.04,172.5
14024,122,2,327.7,150,16,16,163.85,75.0
14027,61,1,104.82,62,6,6,104.82,62.0
14029,63,2,467.66,198,15,15,233.83,99.0
14030,18,8,2358.84,1478,210,242,294.86,184.75
14031,7,19,17286.86,5788,119,250,909.83,304.63
14032,2,11,2975.59,2032,53,143,270.51,184.73
14034,22,3,648.89,420,82,86,216.3,140.0
14035,29,5,1428.02,739,41,66,285.6,147.8
14036,285,1,626.65,268,38,38,626.65,268.0
14037,176,2,147.20000000000002,46,27,28,73.6,23.0
14038,78,3,1560.38,965,64,92,520.13,321.67
14039,33,1,152.2,92,6,6,152.2,92.0
14040,41,12,3560.32,1544,146,229,296.69,128.67
14041,266,1,141.41,94,21,21,141.41,94.0
14044,27,4,646.42,304,165,206,161.6,76.0
14045,109,4,1659.75,535,4,6,414.94,133.75
14046,284,1,154.99,460,14,14,154.99,460.0
14047,9,5,1308.6100000000001,381,22,32,261.72,76.2
14048,305,1,409.93,288,83,85,409.93,288.0
14049,17,4,5578.72,3808,348,478,1394.68,952.0
14050,32,2,746.36,689,49,54,373.18,344.5
14051,1,23,15610.390000000001,3756,52,210,678.71,163.3
14052,20,1,225.35999999999999,89,56,56,225.36,89.0
14053,124,2,260.25,215,2,4,130.12,107.5
14054,65,1,92.46000000000001,62,6,6,92.46,62.0
14055,106,1,725.6400000000001,216,10,10,725.64,216.0
14056,1,23,8152.71,4252,320,1088,354.47,184.87
14057,24,17,6211.66,4873,179,283,365.39,286.65
14059,267,1,183.6,128,8,8,183.6,128.0
14060,5,19,6140.42,5386,86,202,323.18,283.47
14062,10,12,10464.85,5593,60,111,872.07,466.08
14064,29,5,1334.34,1772,59,77,266.87,354.4
14066,267,1,152.55,45,7,7,152.55,45.0
14067,64,2,374.7,361,51,52,187.35,180.5
14068,320,1,265.85,73,22,24,265.85,73.0
14071,4,8,1437.57,994,271,323,179.7,124.25
14073,32,1,151.04,130,13,13,151.04,130.0
14075,5,3,942.26,754,33,43,314.09,251.33
14076,129,1,118.67,79,43,44,118.67,79.0
14077,41,5,499.42,268,33,42,99.88,53.6
14078,102,6,1049.37,310,46,65,174.9,51.67
14079,125,1,375.1,301,12,12,375.1,301.0
14080,33,1,45.599999999999994,48,4,4,45.6,48.0
14081,302,2,921.62,592,126,150,460.81,296.0
14082,365,1,182.25,110,28,29,182.25,110.0
14083,4,9,1002.9,705,162,177,111.43,78.33
14085,2,18,4421.29,3177,272,448,245.63,176.5
14087,3,1,191.47,250,61,68,191.47,250.0
14088,10,13,50491.81,12665,379,589,3883.99,974.23
14089,57,1,158.75,133,13,13,158.75,133.0
14090,325,1,76.32000000000001,72,1,1,76.32,72.0
14092,8,14,4076.9100000000003,2066,117,214,291.21,147.57
14093,12,1,433.86,391,95,100,433.86,391.0
14096,4,17,65164.79,16352,1119,5111,3833.22,961.88
14098,37,1,147.35,104,21,21,147.35,104.0
14099,16,11,3104.17,2179,167,250,282.2,198.09
14100,138,1,191.95,63,24,25,191.95,63.0
14101,74,6,5976.79,6942,15,35,996.13,1157.0
14102,5,5,1105.8799999999999,769,35,58,221.18,153.8
14104,155,2,216.21,72,21,21,108.1,36.0
14105,239,1,1266.23,800,74,74,1266.23,800.0
14107,52,7,2703.23,1793,61,123,386.18,256.14
14108,31,2,597.91,381,33,34,298.96,190.5
14109,73,1,144.2,88,9,9,144.2,88.0
14110,4,12,5683.15,2445,94,155,473.6,203.75
14111,14,4,692.85,458,10,10,173.21,114.5
14112,23,7,2915.15,1651,117,160,416.45,235.86
14113,4,4,1840.42,745,26,34,460.1,186.25
14114,274,2,386.53,101,15,15,193.26,50.5
14116,20,5,1382.74,707,61,72,276.55,141.4
14117,144,1,90.0,72,3,3,90.0,72.0
14121,4,4,2780.15,2082,148,159,695.04,520.5
14124,84,1,419.58,1618,4,5,419.58,1618.0
14125,11,3,2720.63,1628,159,166,906.88,542.67
14126,8,3,706.1300000000001,508,14,15,235.38,169.33
14127,123,3,709.71,321,39,44,236.57,107.0
14128,61,2,637.5,564,40,46,318.75,282.0
14129,2,5,1123.8600000000001,592,31,52,224.77,118.4
14130,319,1,480.91,257,66,66,480.91,257.0
14132,2,11,3586.03,3368,100,200,326.0,306.18
14133,130,3,605.64,348,25,28,201.88,116.0
14135,2,15,4690.31,3850,95,134,312.69,256.67
14138,2,2,965.88,600,40,46,482.94,300.0
14139,46,1,415.82,510,26,26,415.82,510.0
14140,4,2,935.05,811,60,66,467.52,405.5
14141,3,4,915.13,355,27,40,228.78,88.75
14142,373,1,311.81,313,22,22,311.81,313.0
14143,134,1,115.8,30,7,7,115.8,30.0
14145,47,4,3742.2,756,6,11,935.55,189.0
14146,9,5,4191.0,2437,183,210,838.2,487.4
14147,78,2,483.4,108,4,5,241.7,54.0
14148,234,1,157.2,16,3,3,157.2,16.0
14149,221,1,446.62,218,28,28,446.62,218.0
14150,36,2,658.64,496,23,26,329.32,248.0
14152,75,2,621.29,711,47,49,310.64,355.5
14154,239,2,1345.62,465,52,52,672.81,232.5
14155,266,1,118.75,25,6,6,118.75,25.0
14156,10,55,117210.08,57768,714,1395,2131.09,1050.33
14157,20,2,424.89000000000004,271,45,46,212.45,135.5
14158,40,1,507.65999999999997,781,41,41,507.66,781.0
14159,20,11,4630.35,4348,501,1175,420.94,395.27
14161,216,3,1097.6200000000001,450,87,104,365.87,150.0
14162,174,2,289.36,142,25,25,144.68,71.0
14163,87,4,2445.91,893,36,52,611.48,223.25
14164,71,2,1631.77,1033,28,29,815.88,516.5
14165,276,1,120.44,53,23,24,120.44,53.0
14167,39,4,562.59,147,27,50,140.65,36.75
14171,98,1,363.79,167,57,58,363.79,167.0
14173,11,4,450.84,150,28,29,112.71,37.5
14174,33,1,134.46,94,26,26,134.46,94.0
14175,60,3,3222.3,1515,139,149,1074.1,505.0
14176,297,4,576.9000000000001,209,28,31,144.23,52.25
14177,86,4,549.46,204,37,41,137.36,51.0
14178,9,7,1600.26,1494,191,318,228.61,213.43
14179,41,2,701.57,319,135,157,350.78,159.5
14180,11,25,4748.52,719,112,240,189.94,28.76
14184,67,1,452.89,127,24,24,452.89,127.0
14185,331,1,197.65,6,3,3,197.65,6.0
14188,31,6,2054.36,1162,34,65,342.39,193.67
14189,2,15,4654.08,3937,176,265,310.27,262.47
14191,2,13,4684.76,3662,145,259,360.37,281.69
14193,68,2,853.39,445,35,42,426.7,222.5
14194,5,21,11349.52,5840,269,579,540.45,278.1
14195,202,2,1012.0,760,7,7,506.0,380.0
14196,107,1,335.52,142,6,6,335.52,142.0
14198,18,4,701.4,290,35,39,175.35,72.5
14199,218,1,185.39999999999998,28,2,2,185.4,28.0
14201,60,7,747.44,590,32,37,106.78,84.29
14204,2,1,150.61,72,36,39,150.61,72.0
14205,17,2,466.7,204,23,24,233.35,102.0
14206,239,1,328.15999999999997,276,20,20,328.16,276.0
14208,95,1,151.74,114,10,10,151.74,114.0
14209,11,6,2073.43,691,55,87,345.57,115.17
14210,106,6,1905.8400000000001,760,66,102,317.64,126.67
14211,53,9,2241.1,1242,87,112,249.01,138.0
14212,90,1,1070.48,1152,9,9,1070.48,1152.0
14214,31,5,1004.38,751,64,67,200.88,150.2
14215,12,6,1789.72,1358,98,108,298.29,226.33
14216,3,4,1839.3,594,47,59,459.82,148.5
14217,2,17,2004.98,689,78,100,117.94,40.53
14218,43,1,169.48000000000002,160,12,12,169.48,160.0
14219,4,1,89.94,78,7,7,89.94,78.0
14220,247,2,632.4000000000001,272,21,21,316.2,136.0
14221,42,9,3432.8,2191,123,193,381.42,243.44
14222,177,1,683.17,607,41,41,683.17,607.0
14223,92,3,991.13,585,50,60,330.38,195.0
14224,110,4,1009.73,483,105,113,252.43,120.75
14226,29,5,2214.79,1296,64,66,442.96,259.2
14227,26,10,3350.96,1820,117,175,335.1,182.0
14229,52,3,1547.2,610,29,40,515.73,203.33
14231,184,3,925.71,409,47,50,308.57,136.33
14232,43,5,2048.07,1941,81,115,409.61,388.2
14233,49,4,1462.72,680,30,35,365.68,170.0
14234,22,4,754.12,951,122,147,188.53,237.75
14235,75,5,3144.86,1959,65,79,628.97,391.8
14236,81,2,490.86,310,15,15,245.43,155.0
14237,373,1,161.0,38,9,9,161.0,38.0
14238,326,1,146.85,111,8,8,146.85,111.0
14239,43,11,2380.85,993,83,112,216.44,90.27
14240,30,2,890.34,418,37,42,445.17,209.0
14241,184,1,213.70000000000002,146,10,10,213.7,146.0
14242,235,2,280.55,123,13,16,140.28,61.5
14243,9,10,2588.77,1221,99,141,258.88,122.1
14245,220,2,1693.45,976,107,108,846.72,488.0
14246,111,3,1474.06,804,57,75,491.35,268.0
14247,278,1,136.77,47,19,20,136.77,47.0
14248,318,1,302.58,102,8,8,302.58,102.0
14250,7,3,1904.05,1200,94,111,634.68,400.0
14251,2,5,2879.7000000000003,1674,37,78,575.94,334.8
14256,260,2,969.0600000000001,414,51,53,484.53,207.0
14257,64,5,3099.7200000000003,1682,88,106,619.94,336.4
14258,9,9,12669.98,7100,58,111,1407.78,788.89
14259,142,1,120.0,68,5,5,120.0,68.0
14261,51,2,1163.45,406,52,52,581.72,203.0
14262,8,8,2618.23,1645,87,143,327.28,205.62
14264,155,2,333.97,70,15,17,166.98,35.0
14265,109,2,530.18,330,31,31,265.09,165.0
14267,163,3,1516.24,530,25,55,505.41,176.67
14270,332,1,492.65000000000003,197,29,29,492.65,197.0
14271,226,1,112.32000000000001,88,10,10,112.32,88.0
14272,74,2,437.96,599,33,33,218.98,299.5
14273,51,4,559.97,264,22,29,139.99,66.0
14276,99,3,1119.74,744,52,64,373.25,248.0
14277,15,3,4188.0,1976,195,222,1396.0,658.67
14280,197,1,134.04,52,8,8,134.04,52.0
14282,3,15,3701.44,2656,70,154,246.76,177.07
14284,31,2,595.25,161,24,32,297.62,80.5
14285,21,4,1910.01,541,18,27,477.5,135.25
14286,24,3,4628.75,4338,220,280,1542.92,1446.0
14287,8,3,176.63,261,9,9,58.88,87.0
14288,213,1,426.6,188,16,16,426.6,188.0
14289,9,6,911.26,292,33,47,151.88,48.67
14290,11,5,2314.65,915,89,101,462.93,183.0
14291,2,11,3883.25,2749,145,237,353.02,249.91
14292,8,9,4871.93,1663,64,100,541.33,184.78
14293,3,4,1046.56,709,51,61,261.64,177.25
14295,40,1,166.20000000000002,84,5,5,166.2,84.0
14297,18,4,1305.33,865,48,62,326.33,216.25
14298,8,44,51527.3,58343,884,1637,1171.08,1325.98
14299,8,9,3965.62,2149,94,143,440.62,238.78
14300,19,1,43.2,32,3,3,43.2,32.0
14301,117,1,640.14,606,13,13,640.14,606.0
14304,223,1,383.45,139,17,17,383.45,139.0
14305,71,3,1858.96,1089,96,105,619.65,363.0
14306,51,2,2093.32,1075,33,33,1046.66,537.5
14307,89,6,2995.7200000000003,2058,150,180,499.29,343.0
14309,8,9,2352.53,1633,74,117,261.39,181.44
14311,243,1,310.26,146,20,20,310.26,146.0
14312,47,6,1611.5900000000001,1012,74,87,268.6,168.67
14314,107,1,120.0,296,8,8,120.0,296.0
14315,45,6,2481.13,1021,64,101,413.52,170.17
14317,65,1,508.58,255,24,24,508.58,255.0
14320,207,2,477.79,325,29,31,238.9,162.5
14321,11,5,1530.75,2406,111,123,306.15,481.2
14323,115,2,605.0600000000001,350,32,36,302.53,175.0
14326,242,1,183.85,103,8,8,183.85,103.0
14327,163,1,311.65000000000003,139,12,12,311.65,139.0
14329,17,7,4975.24,3087,218,258,710.75,441.0
14331,124,2,462.66,252,27,28,231.33,126.0
14332,23,3,840.21,463,22,25,280.07,154.33
14333,68,1,415.2,58,15,15,415.2,58.0
14334,17,8,2552.21,1731,98,162,319.03,216.38
14335,16,2,454.86,375,55,60,227.43,187.5
14336,17,4,1614.91,1759,77,90,403.73,439.75
14338,161,2,588.22,335,30,31,294.11,167.5
14339,243,1,309.52000000000004,168,14,14,309.52,168.0
14340,219,1,134.7,58,6,6,134.7,58.0
14341,45,8,2166.98,1397,109,128,270.87,174.62
14342,21,4,668.5600000000001,347,18,21,167.14,86.75
14344,127,8,889.9300000000001,477,56,71,111.24,59.62
14345,39,1,108.98,50,6,6,108.98,50.0
14346,121,2,1021.58,605,55,60,510.79,302.5
14348,260,1,409.57,183,18,18,409.57,183.0
14349,10,1,133.5,86,31,31,133.5,86.0
14350,274,1,282.93,183,18,18,282.93,183.0
14351,165,1,51.0,12,1,1,51.0,12.0
14352,157,4,1078.96,538,44,47,269.74,134.5
14353,215,1,90.6,64,6,6,90.6,64.0
14354,6,2,163.62,210,9,9,81.81,105.0
14355,366,1,174.4,92,11,11,174.4,92.0
14356,80,2,701.23,277,33,33,350.62,138.5
14357,43,1,225.12,147,39,40,225.12,147.0
14359,19,3,912.1800000000001,371,44,55,304.06,123.67
14360,32,4,2118.03,1139,104,117,529.51,284.75
14362,22,1,151.5,96,37,37,151.5,96.0
14364,109,8,3717.35,1967,61,69,464.67,245.88
14367,8,16,9227.82,4426,270,521,576.74,276.62
14368,320,1,155.0,36,8,8,155.0,36.0
14371,295,1,100.5,34,4,4,100.5,34.0
14373,358,1,76.55,17,4,4,76.55,17.0
14375,185,1,235.56,184,57,66,235.56,184.0
14377,191,2,617.05,219,11,11,308.52,109.5
14379,44,2,348.1,292,39,46,174.05,146.0
14381,52,1,202.68,146,56,56,202.68,146.0
14382,26,1,615.49,1231,121,126,615.49,1231.0
14383,38,3,1247.69,817,49,59,415.9,272.33
14385,9,3,202.10999999999999,159,13,14,67.37,53.0
14386,297,1,142.4,54,7,7,142.4,54.0
14387,33,3,1727.6,795,125,139,575.87,265.0
14388,10,8,3212.84,1941,124,186,401.6,242.62
14389,65,2,1043.46,729,33,45,521.73,364.5
14390,10,9,4642.57,2133,135,284,515.84,237.0
14393,218,1,67.95,13,5,5,67.95,13.0
14395,2,9,3479.91,1689,181,348,386.66,187.67
14396,65,2,487.99,225,71,73,244.0,112.5
14397,3,19,2612.96,1890,18,87,137.52,99.47
14400,149,1,574.7,454,25,25,574.7,454.0
14401,4,13,4051.48,4507,113,182,311.65,346.69
14403,130,4,1475.81,519,17,20,368.95,129.75
14404,34,6,1449.32,827,70,100,241.55,137.83
14406,119,1,156.75,77,8,8,156.75,77.0
14407,107,6,2157.73,1415,67,73,359.62,235.83
14408,11,7,2599.03,1610,60,106,371.29,230.0
14409,71,6,2059.4500000000003,1230,40,54,343.24,205.0
14410,92,9,1100.27,567,153,189,122.25,63.0
14411,311,1,1063.0,196,14,14,1063.0,196.0
14412,43,2,770.03,786,43,43,385.02,393.0
14413,362,1,121.05,67,22,22,121.05,67.0
14414,92,7,1496.98,2512,79,97,213.85,358.86
14415,1,13,5855.57,2996,283,579,450.43,230.46
14416,22,2,490.22,326,13,14,245.11,163.0
14418,4,3,1937.25,1711,114,124,645.75,570.33
14419,11,6,1051.79,483,112,202,175.3,80.5
14420,99,1,387.52,334,29,29,387.52,334.0
14421,57,2,813.11,365,25,27,406.56,182.5
14422,1,6,4263.64,2906,189,222,710.61,484.33
14423,218,1,265.2,120,3,3,265.2,120.0
14424,18,1,322.08,48,1,1,322.08,48.0
14426,24,10,4481.67,2699,183,224,448.17,269.9
14427,50,2,363.34000000000003,228,16,17,181.67,114.0
14428,7,5,1224.06,428,108,137,244.81,85.6
14431,303,1,470.36,130,17,17,470.36,130.0
14432,10,6,2248.5,2013,256,377,374.75,335.5
14434,22,6,1372.8,368,3,12,228.8,61.33
14436,99,1,89.06,129,9,9,89.06,129.0
14437,366,1,63.0,60,5,5,63.0,60.0
14438,306,1,131.9,82,9,9,131.9,82.0
14439,320,1,2661.24,526,32,32,2661.24,526.0
14440,8,5,2357.68,588,33,55,471.54,117.6
14441,1,4,1712.89,446,43,51,428.22,111.5
14442,205,2,1589.82,482,58,63,794.91,241.0
14443,54,4,1420.2,938,84,93,355.05,234.5
14446,1,4,1010.35,916,233,277,252.59,229.0
14447,19,5,1163.23,571,54,70,232.65,114.2
14448,9,2,375.35,104,20,20,187.68,52.0
14449,19,4,885.8,741,201,250,221.45,185.25
14450,181,3,483.25,241,32,40,161.08,80.33
14451,60,2,643.9,378,86,105,321.95,189.0
14452,11,2,259.05,116,55,60,129.52,58.0
14453,190,1,119.93,49,22,22,119.93,49.0
14456,5,9,3017.28,2885,580,947,335.25,320.56
14457,311,1,113.64,88,4,4,113.64,88.0
14459,155,1,1837.92,760,37,37,1837.92,760.0
14460,110,3,434.34,881,14,16,144.78,293.67
14461,148,3,2103.06,766,173,180,701.02,255.33
14462,66,11,1980.57,956,150,233,180.05,86.91
14463,98,3,529.62,179,6,6,176.54,59.67
14465,247,3,1038.44,398,107,123,346.15,132.67
14466,29,7,2272.4,1006,35,72,324.63,143.71
14467,18,4,596.26,276,67,89,149.06,69.0
14470,12,2,461.19,193,43,43,230.6,96.5
14472,104,8,1852.67,1135,153,265,231.58,141.88
14473,74,2,234.34,88,7,7,117.17,44.0
14474,46,1,547.66,140,29,29,547.66,140.0
14475,72,3,925.85,447,35,42,308.62,149.0
14476,257,1,193.0,110,17,17,193.0,110.0
14477,20,4,1309.6,720,7,10,327.4,180.0
14479,254,2,316.25,117,18,18,158.12,58.5
14480,11,1,279.05,143,13,13,279.05,143.0
14481,165,2,636.51,489,25,30,318.26,244.5
14482,18,6,2022.81,1627,110,137,337.14,271.17
14483,282,1,137.1,97,9,9,137.1,97.0
14484,50,1,321.92,210,14,14,321.92,210.0
14485,39,1,162.8,70,44,46,162.8,70.0
14487,27,6,1165.48,712,112,140,194.25,118.67
14488,68,1,1064.28,799,46,46,1064.28,799.0
14489,207,1,463.38,299,30,30,463.38,299.0
14491,175,2,340.93,139,17,17,170.46,69.5
14493,7,5,2383.2400000000002,1285,95,120,476.65,257.0
14494,26,1,139.56,92,7,7,139.56,92.0
14495,51,2,123.80000000000001,62,6,6,61.9,31.0
14496,312,2,538.8100000000001,159,16,19,269.41,79.5
14497,309,1,475.37,235,29,29,475.37,235.0
14498,43,5,1957.32,1098,162,193,391.46,219.6
14499,26,3,808.44,496,146,190,269.48,165.33
14500,88,3,356.85,117,6,7,118.95,39.0
14501,184,2,251.21,161,9,10,125.6,80.5
14502,20,11,2429.83,1480,368,608,220.89,134.55
14503,3,6,3543.26,2004,113,164,590.54,334.0
14504,47,4,673.26,308,85,107,168.32,77.0
14505,17,8,5859.43,2739,540,785,732.43,342.38
14506,17,5,1960.65,704,204,295,392.13,140.8
14507,24,6,1367.88,594,79,95,227.98,99.0
14508,22,2,268.05,129,52,55,134.02,64.5
14511,11,5,1314.81,784,53,68,262.96,156.8
14512,188,2,275.28,122,19,23,137.64,61.0
14513,101,3,455.59000000000003,361,11,12,151.86,120.33
14514,61,3,990.2,564,65,69,330.07,188.0
14515,18,6,2076.89,1110,68,98,346.15,185.0
14517,33,2,330.45,91,17,18,165.22,45.5
14518,64,1,174.37,278,16,16,174.37,278.0
14520,2,2,270.6,146,3,4,135.3,73.0
